,Source,Target
59951,642,4058
59952,642,3673
59953,642,3446
59954,642,2405
59955,642,798
59956,642,9240
59957,642,3166
59958,642,2940
59959,642,4088
59960,642,3717
59961,642,3623
59962,642,6565
59963,642,7351
59964,642,9526
59965,642,6242
59966,642,1078
59967,642,8884
59968,642,3924
59969,642,9629
59970,642,1439
59971,642,4490
59972,642,6773
59973,642,9127
59974,642,7422
59975,642,9060
59976,642,898
59977,642,4304
59978,642,4413
59979,642,7040
59980,642,7034
59981,642,4175
59982,642,5512
59983,642,7490
59984,642,1615
59985,642,7428
59986,642,1289
59987,310,7081
59988,310,6461
59989,310,9623
59990,310,2087
59991,310,4725
59992,310,2647
59993,310,499
59995,310,3305
59996,310,9356
59997,310,5008
59998,310,2827
59999,310,181
60000,310,7595
60001,310,401
60002,310,3910
60003,310,7866
60004,310,5695
60005,310,8010
60006,310,393
60007,310,4973
60008,310,4292
60009,310,5168
60010,310,8360
60011,310,9057
60012,310,6005
60013,310,6323
60014,310,4457
60015,310,3766
60016,310,3480
60017,310,6467
60018,310,8084
60019,310,9019
60020,310,5232
60021,310,1550
60022,310,2248
60023,310,1093
60024,310,8586
60025,310,4249
60026,310,8188
60027,310,3066
60028,310,5287
60029,310,4271
60030,310,731
60031,310,6349
60032,310,5395
60033,310,6942
60034,310,9330
60035,310,5304
60036,310,6324
60037,310,4290
60038,310,2866
60039,310,4583
60040,310,7128
60041,310,5946
60042,310,8142
60043,310,285
60044,310,3189
60045,310,4884
60046,310,4329
60047,310,4420
60048,310,1940
60049,310,3893
60050,310,2297
60051,310,6988
60052,310,1076
60053,310,4763
60054,310,2457
60055,310,2704
60056,310,6513
60057,310,334
60058,310,6768
60059,310,5554
60060,310,3137
60061,310,7684
60062,310,3801
60063,310,949
60064,310,3896
60065,310,9233
60066,310,6495
60067,310,126
60068,310,7100
60069,8862,5512
60070,8862,179
60071,642,5109
60072,642,5370
60073,642,4331
60074,642,7839
60075,642,33
60076,642,9266
60077,642,798
60079,642,6285
60080,642,8742
60081,642,5402
60082,642,6301
60083,642,5645
60084,642,1670
60085,642,8489
60086,642,10
60087,642,1869
60088,642,1529
60089,642,648
60090,642,7168
60091,642,5363
60092,642,7537
60093,642,4373
60094,642,5682
60095,642,1665
60096,642,7495
60097,642,7833
60098,642,8774
60099,642,1785
60100,642,1914
60101,642,4057
60102,642,1952
60103,642,1259
60104,642,6858
60105,642,1480
60106,642,2519
60107,642,6960
60108,642,685
60109,642,8841
60110,642,9526
60111,642,7952
60112,642,3036
60113,642,8901
60114,642,1945
60115,642,5398
60116,642,4031
60117,642,995
60118,642,3053
60119,642,1845
60120,642,5730
60121,642,4933
60122,642,7727
60123,642,5921
60124,642,7810
60125,642,587
60126,642,3544
60127,642,409
60128,642,3386
60129,642,2712
60130,642,7242
60131,642,700
60132,642,9215
60133,642,4058
60134,642,3673
60135,642,3446
60136,642,2405
60137,642,798
60138,642,9240
60139,642,3166
60140,642,2940
60141,642,4088
60142,642,3717
60143,642,3623
60144,642,6565
60145,642,7351
60146,642,9526
60147,642,6242
60148,642,1078
60149,642,8884
60150,642,3924
60151,642,9629
60152,642,1439
60153,642,4490
60154,642,6773
60155,642,9127
60156,642,7422
60157,642,9060
60158,642,898
60159,642,4304
60160,642,4413
60161,642,7040
60162,642,7034
60163,642,4175
60164,642,5512
60165,642,7490
60166,642,1615
60167,642,7428
60168,642,6866
60169,642,7020
60170,642,5270
60171,642,2029
60172,642,1232
60173,642,6582
60174,642,3831
60175,642,6623
60176,642,6564
60177,642,3376
60178,642,8054
60179,642,7015
60180,642,6113
60181,642,1567
60182,642,8836
60183,642,871
60184,642,7421
60185,7794,3510
60186,7794,5512
60187,7794,5109
60188,7794,818
60189,3648,4251
60190,3648,5342
60191,3648,7949
60192,3648,8785
60193,3648,6403
60194,3648,9422
60195,3648,5512
60196,3648,6881
60197,3648,6633
60198,642,5109
60199,642,5370
60200,642,4331
60201,642,7839
60202,642,33
60203,642,9266
60204,642,798
60206,642,6285
60207,642,8742
60208,642,5402
60209,642,6301
60210,642,5645
60211,642,1670
60212,642,8489
60213,642,10
60214,642,1869
60215,642,1529
60216,642,648
60217,642,7168
60218,642,5363
60219,642,7537
60220,642,4373
60221,642,5682
60222,642,1665
60223,642,7495
60224,642,7833
60225,642,8774
60226,642,1785
60227,642,1914
60228,642,4057
60229,642,1952
60230,642,1259
60231,642,6858
60232,642,1480
60233,642,2519
60234,642,6960
60235,642,685
60236,642,8841
60237,642,9526
60238,642,7952
60239,642,3036
60240,642,8901
60241,642,1945
60242,642,5398
60243,642,4031
60244,642,995
60245,642,3053
60246,642,4933
60247,642,7727
60248,642,5921
60249,642,7810
60250,642,587
60251,642,3544
60252,642,409
60253,642,3386
60254,642,2712
60255,642,7242
60256,642,700
60257,642,9215
60258,642,4058
60259,642,3673
60260,642,3446
60261,642,2405
60262,642,798
60263,642,9240
60264,642,3166
60265,642,2940
60266,642,4088
60267,642,3717
60268,642,3623
60269,642,6565
60270,642,7351
60271,642,9526
60272,642,6242
60273,642,1078
60274,642,8884
60275,642,3924
60276,642,9629
60277,642,1439
60278,642,4490
60279,642,6773
60280,642,9127
60281,642,7422
60282,642,9060
60283,642,898
60284,642,4304
60285,642,4413
60286,642,7040
60287,642,7034
60288,642,4175
60289,642,5512
60290,642,7490
60291,642,1615
60292,642,7428
60293,642,6866
60294,642,7020
60295,642,5270
60296,642,2029
60297,642,1232
60298,642,6582
60299,642,3831
60300,642,6623
60301,642,6564
60302,642,3376
60303,642,8054
60304,642,7015
60305,642,6113
60306,642,1567
60307,642,8836
60308,642,6222
60309,5512,290
60310,5512,518
60311,5512,8344
60312,5512,4920
60313,7794,5512
60314,7794,818
60315,7794,5109
60316,7794,7403
60317,7794,518
60318,7794,8344
60319,7794,4920
60320,7794,7732
60321,5512,290
60322,5512,518
60323,5512,8344
60324,5512,4920
60325,5270,3673
60326,5270,642
60327,5270,1439
60328,5270,4490
60329,5270,6773
60330,5270,9127
60331,5270,7422
60332,5270,9060
60333,5270,898
60335,5270,4304
60336,5270,4413
60337,5270,7040
60338,5270,7034
60339,5270,4175
60340,5270,5512
60341,5270,7490
60342,5270,1615
60343,5270,7428
60344,5270,6866
60345,5270,7020
60346,5270,2029
60347,5270,1232
60348,5270,6582
60349,5270,3831
60350,5270,6623
60351,5270,6564
60352,5270,3376
60353,5270,8054
60354,5270,7015
60355,5270,6113
60356,5270,1567
60357,5270,8836
60358,5270,871
60359,5270,9319
60360,6492,5512
60361,6492,6710
60362,642,5109
60363,642,5370
60364,642,4331
60365,642,7839
60366,642,33
60367,642,9266
60368,642,798
60370,642,6285
60371,642,8742
60372,642,5402
60373,642,6301
60374,642,5645
60375,642,1670
60376,642,8489
60377,642,10
60378,642,1869
60379,642,1529
60380,642,648
60381,642,7168
60382,642,5363
60383,642,7537
60384,642,4373
60385,642,5682
60386,642,1665
60387,642,7495
60388,642,7833
60389,642,8774
60390,642,1785
60391,642,1914
60392,642,4057
60393,642,1952
60394,642,1259
60395,642,6858
60396,642,1480
60397,642,2519
60398,642,6960
60399,642,685
60400,642,8841
60401,642,9526
60402,642,7952
60403,642,3036
60404,642,8901
60405,642,1945
60406,642,5398
60407,642,4031
60408,642,995
60409,642,3053
60410,642,1845
60411,642,5730
60412,642,4933
60413,642,7727
60414,642,5921
60415,642,7810
60416,642,587
60417,642,3544
60418,642,409
60419,642,3386
60420,642,2712
60421,642,7242
60422,642,700
60423,642,9215
60424,642,4058
60425,642,3673
60426,642,3446
60427,642,2405
60428,642,798
60429,642,9240
60430,642,3166
60431,642,2940
60432,642,4088
60433,642,3717
60434,642,3623
60435,642,6565
60436,642,7351
60437,642,9526
60438,642,6242
60439,642,1078
60440,642,8884
60441,642,3924
60442,642,9629
60443,642,1439
60444,642,4490
60445,642,6773
60446,642,9127
60447,642,7422
60448,642,9060
60449,642,898
60450,642,4304
60451,642,4413
60452,642,7040
60453,642,7034
60454,642,4175
60455,642,5512
60456,642,7490
60457,642,1615
60458,642,7428
60459,642,6866
60460,642,7020
60461,642,5270
60462,642,2029
60463,642,1232
60464,642,6582
60465,642,3831
60466,642,6623
60467,642,6564
60468,642,6113
60469,642,1567
60470,642,8836
60471,642,871
60472,642,8921
60473,642,8117
60474,642,3116
60475,642,6712
60476,642,7360
60477,642,6015
60478,642,4037
60479,642,480
60480,642,5489
60481,642,8789
60482,642,8814
60483,642,976
60484,642,9140
60485,5512,518
60486,5512,8344
60487,5512,4920
60488,8200,8102
60489,8200,9168
60490,8200,4729
60491,7093,7081
60492,7093,4914
60493,7093,8601
60494,7093,1121
60495,7093,8927
60496,7093,5655
60497,642,5109
60498,642,5370
60499,642,4331
60500,642,7839
60501,642,33
60502,642,9266
60503,642,798
60505,642,6285
60506,642,8742
60507,642,5402
60508,642,6301
60509,642,5645
60510,642,1670
60511,642,8489
60512,642,10
60513,642,1869
60514,642,1529
60515,642,648
60516,642,7168
60517,642,5363
60518,642,7537
60519,642,4373
60520,642,5682
60521,642,1665
60522,642,7495
60523,642,7833
60524,642,519
60525,642,8478
60526,642,8774
60527,642,1785
60528,642,1914
60529,642,4057
60530,642,1952
60531,642,1259
60532,642,6858
60533,642,1480
60534,642,2519
60535,642,6960
60536,642,685
60537,642,8841
60538,642,9526
60539,642,7952
60540,642,3036
60541,642,8901
60542,642,1945
60543,642,5398
60544,642,4031
60545,642,995
60546,642,3053
60547,642,1845
60548,642,5730
60549,642,4933
60550,642,7727
60551,642,5921
60552,642,7810
60553,642,587
60554,642,3544
60555,642,409
60556,642,3386
60557,642,2712
60558,642,7242
60559,642,700
60560,642,9215
60561,642,4058
60562,642,3673
60563,642,3446
60564,642,2405
60565,642,798
60566,642,9240
60567,642,3166
60568,642,2940
60569,642,4088
60570,642,3717
60571,642,3623
60572,642,6565
60573,642,7351
60574,642,9526
60575,642,6242
60576,642,1078
60577,642,8884
60578,642,3924
60579,642,9629
60580,642,1439
60581,642,4490
60582,642,6773
60583,642,9127
60584,642,7422
60585,642,9060
60586,642,898
60587,642,4304
60588,642,4413
60589,642,7040
60590,642,7034
60591,642,4175
60592,642,5512
60593,642,7490
60594,642,1615
60595,642,7428
60596,642,6866
60597,642,7020
60598,642,5270
60599,642,2029
60600,642,1232
60601,642,6582
60602,642,3831
60603,642,6623
60604,642,6564
60605,642,6113
60606,642,1567
60607,642,8836
60608,642,871
60609,642,8921
60610,642,8117
60611,642,3116
60612,642,6712
60613,642,7360
60614,642,6015
60615,642,4037
60616,642,480
60617,642,5489
60618,642,8789
60619,642,8814
60620,642,976
60621,642,6613
60622,642,3376
60623,642,8054
60624,642,5292
60625,642,5691
60626,642,2599
60627,642,2014
60628,642,6819
60629,642,2073
60630,642,572
60631,642,6527
60632,642,2530
60633,642,558
60634,642,6414
60635,642,7760
60636,642,774
60637,642,5246
60638,642,5324
60639,642,9301
60640,642,4160
60641,642,7669
60642,4506,3926
60643,4506,5512
60644,1567,642
60645,1567,5109
60646,1567,5370
60647,1567,4331
60648,1567,7839
60649,1567,33
60650,1567,9266
60652,1567,798
60653,1567,6285
60654,1567,8742
60655,1567,5402
60656,1567,6301
60657,1567,5645
60658,1567,1670
60659,1567,8489
60660,1567,10
60661,1567,1869
60662,1567,1529
60663,1567,648
60664,1567,7168
60665,1567,5363
60666,1567,7537
60667,1567,4373
60668,1567,5682
60669,1567,1665
60670,1567,7495
60671,1567,7833
60672,1567,8774
60673,1567,1785
60674,1567,1914
60675,1567,4057
60676,1567,1952
60677,1567,1259
60678,1567,6858
60679,1567,1480
60680,1567,2519
60681,1567,6960
60682,1567,685
60683,1567,8841
60684,1567,9526
60685,1567,7952
60686,1567,3036
60687,1567,8901
60688,1567,1945
60689,1567,5398
60690,1567,4031
60691,1567,995
60692,1567,3053
60693,1567,1845
60694,1567,5730
60695,1567,4933
60696,1567,7727
60697,1567,5921
60698,1567,7810
60699,1567,587
60700,1567,3544
60701,1567,409
60702,1567,3386
60703,1567,2712
60704,1567,7242
60705,1567,700
60706,1567,9215
60707,1567,4058
60708,1567,3673
60709,1567,3446
60710,1567,2405
60711,1567,9240
60712,1567,3166
60713,1567,2940
60714,1567,4088
60715,1567,3717
60716,1567,3623
60717,1567,6565
60718,1567,7351
60719,1567,6242
60720,1567,1078
60721,1567,8884
60722,1567,3924
60723,1567,9629
60724,1567,1439
60725,1567,4490
60726,1567,6773
60727,1567,9127
60728,1567,7422
60729,1567,9060
60730,1567,898
60731,1567,4304
60732,1567,4413
60733,1567,7040
60734,1567,7034
60735,1567,4175
60736,1567,5512
60737,1567,7490
60738,1567,1615
60739,1567,7428
60740,1567,6866
60741,1567,7020
60742,1567,5270
60743,1567,2029
60744,1567,1232
60745,1567,6582
60746,1567,3831
60747,1567,6623
60748,1567,6564
60749,1567,6113
60750,1567,8836
60751,1567,871
60752,1567,8921
60753,1567,8117
60754,1567,3116
60755,1567,6712
60756,1567,7360
60757,1567,6015
60758,1567,4037
60759,1567,480
60760,1567,5489
60761,1567,8789
60762,1567,8814
60763,1567,976
60764,1567,6613
60765,1567,3708
60766,1567,8782
60767,1567,5691
60768,1567,4337
60769,5691,642
60770,5691,5109
60771,5691,5370
60772,5691,4331
60773,5691,7839
60774,5691,33
60775,5691,9266
60777,5691,798
60778,5691,6285
60779,5691,8742
60780,5691,5402
60781,5691,6301
60782,5691,5645
60783,5691,1670
60784,5691,8489
60785,5691,10
60786,5691,1869
60787,5691,1529
60788,5691,648
60789,5691,7168
60790,5691,5363
60791,5691,7537
60792,5691,4373
60793,5691,5682
60794,5691,1665
60795,5691,7495
60796,5691,7833
60797,5691,519
60798,5691,8478
60799,5691,8774
60800,5691,1785
60801,5691,1914
60802,5691,4057
60803,5691,1952
60804,5691,1259
60805,5691,6858
60806,5691,1480
60807,5691,2519
60808,5691,6960
60809,5691,685
60810,5691,8841
60811,5691,9526
60812,5691,7952
60813,5691,3036
60814,5691,8901
60815,5691,1945
60816,5691,5398
60817,5691,4031
60818,5691,995
60819,5691,3053
60820,5691,1845
60821,5691,5730
60822,5691,4933
60823,5691,7727
60824,5691,5921
60825,5691,7810
60826,5691,587
60827,5691,3544
60828,5691,409
60829,5691,3386
60830,5691,2712
60831,5691,7242
60832,5691,700
60833,5691,9215
60834,5691,4058
60835,5691,3673
60836,5691,3446
60837,5691,2405
60838,5691,9240
60839,5691,3166
60840,5691,2940
60841,5691,4088
60842,5691,3717
60843,5691,3623
60844,5691,6565
60845,5691,7351
60846,5691,6242
60847,5691,1078
60848,5691,8884
60849,5691,3924
60850,5691,9629
60851,5691,1439
60852,5691,4490
60853,5691,6773
60854,5691,9127
60855,5691,7422
60856,5691,9060
60857,5691,898
60858,5691,4304
60859,5691,4413
60860,5691,7040
60861,5691,7034
60862,5691,4175
60863,5691,5512
60864,5691,7490
60865,5691,1615
60866,5691,7428
60867,5691,6866
60868,5691,7020
60869,5691,5270
60870,5691,2029
60871,5691,1232
60872,5691,6582
60873,5691,3831
60874,5691,6623
60875,5691,6564
60876,5691,6113
60877,5691,1567
60878,5691,8836
60879,5691,871
60880,5691,8921
60881,5691,8117
60882,5691,3116
60883,5691,6712
60884,5691,7360
60885,5691,6015
60886,5691,4037
60887,5691,480
60888,5691,5489
60889,5691,8789
60890,5691,8814
60891,5691,976
60892,5691,6613
60893,5691,3376
60894,5691,8054
60895,5691,5292
60896,5691,2599
60897,5691,2014
60898,5691,6819
60899,5691,2073
60900,5691,572
60901,5691,6527
60902,5691,2530
60903,5691,558
60904,5691,6414
60905,5691,7760
60906,5691,774
60907,5691,5246
60908,5691,5324
60909,5691,9301
60910,5691,4160
60911,5691,2452
60912,5691,8782
60913,5691,3708
60914,5691,3689
60915,7794,5109
60916,7794,818
60917,7794,5512
60918,2191,7081
60919,2191,1881
60920,2191,4426
60921,2191,8251
60922,8124,8102
60923,8124,5315
60924,8107,918
60925,8107,7101
60926,8107,1251
60927,8107,6978
60928,8107,7351
60929,8107,1908
60930,8107,3475
60931,8107,4153
60932,8107,4996
60933,8107,4563
60934,8107,6715
60935,8107,5512
60936,8107,599
60937,8107,5849
60938,8107,408
60939,9118,5512
60940,9118,337
60941,5109,6064
60942,5109,5512
60943,5109,7794
60944,7794,5109
60945,7794,6064
60946,7794,5512
60947,5512,7794
60948,5512,818
60949,5512,5109
60950,5512,3510
60951,5109,5512
60952,5109,7794
60953,5109,818
60954,5109,3510
60955,7794,5109
60956,7794,5512
60957,5109,5109
60958,5109,5512
60959,5109,7794
60960,5109,818
60961,5109,5512
60962,5109,5109
60963,5512,5109
60964,5512,818
60965,5512,3510
60966,5512,7794
60967,7794,5109
60968,7794,818
60969,7794,5512
60970,337,3252
60971,337,817
60972,337,3606
60973,337,5512
60974,7794,5109
60975,7794,5512
60976,7794,818
60977,7235,8025
60978,7235,8523
60979,3252,337
60980,3252,5512
60981,8679,4005
60982,8679,7225
60983,8679,3882
60984,8679,5371
60985,8679,4034
60986,8679,1435
60987,8679,4493
60988,8679,5621
60989,8679,6086
60990,8679,4925
60991,8679,2400
60992,8679,4945
60993,8679,7305
60994,8679,6693
60995,8679,7982
60996,8679,3161
60997,8679,2131
60998,8679,8026
60999,8679,1711
61000,8679,5284
61001,8679,1613
61002,8679,4496
61003,8679,3250
61004,8679,2492
61005,8679,5906
61006,8679,3885
61007,8679,3209
61008,8679,4896
61009,8679,5131
61010,8679,7497
61011,8679,9380
61012,8679,886
61013,8679,3128
61014,8679,5053
61015,8679,277
61016,8679,791
61017,8679,9238
61018,8679,7872
61019,8679,2589
61020,8679,7451
61021,8679,1936
61022,8679,4338
61023,8679,5721
61024,8679,8168
61025,8679,9670
61026,8679,786
61027,8679,4549
61028,8679,6952
61029,8679,1595
61030,8679,3055
61031,8679,3688
61032,8679,9275
61033,8679,5455
61034,8679,4009
61035,8679,6779
61036,8679,3149
61037,8679,9331
61038,8679,9138
61039,8679,6739
61040,8679,3328
61041,8679,6590
61042,8679,1639
61043,8679,7763
61044,8679,8054
61045,8679,5736
61046,8679,7429
61047,8679,7975
61048,8679,6827
61049,8679,7039
61050,8679,756
61051,8679,2108
61052,8679,8467
61053,8679,2077
61054,8679,7459
61055,8679,772
61056,8679,550
61057,8679,3459
61058,8679,7686
61059,8679,3622
61060,8679,1715
61061,8679,9427
61062,8679,7496
61063,8679,8260
61064,8679,4663
61065,8679,3875
61066,8679,3288
61067,8679,1789
61068,8679,5380
61069,8679,8454
61070,8679,2713
61071,8679,2168
61072,8679,8301
61073,8679,692
61074,8679,8947
61075,8679,5199
61076,8679,319
61077,8679,4522
61078,8679,7488
61079,8679,8086
61080,8679,8977
61081,8679,4371
61082,8679,639
61083,8679,4807
61084,8679,7118
61085,8679,5891
61086,8679,9385
61087,8679,548
61088,8679,7857
61089,8679,4856
61090,8679,3637
61091,8679,6575
61092,8679,4218
61093,8679,4163
61094,8679,7132
61095,8679,9294
61096,8679,3016
61097,8679,4891
61098,4722,5512
61099,4722,8868
61100,4722,6758
61101,337,3252
61102,337,5512
61103,4185,5697
61104,4185,9680
61106,4185,5512
61107,4105,5665
61108,4105,570
61109,4105,1245
61110,4105,2719
61111,4105,590
61112,4105,3176
61113,4105,2917
61114,4105,4518
61115,4105,4951
61116,4105,6470
61117,4105,2468
61118,4105,5966
61119,4105,1864
61120,4105,5842
61121,4105,2476
61122,4105,2481
61123,4105,2925
61124,4105,4105
61125,4105,4782
61126,4105,3641
61127,4105,1886
61128,4105,2552
61129,4105,6073
61130,4105,5509
61131,4105,9030
61132,4105,7861
61133,4105,2840
61134,4105,1377
61135,4105,2026
61136,4105,9726
61137,4105,5512
61138,4105,4322
61139,4105,8209
61140,4105,2924
61141,4105,7080
61142,4105,7485
61143,4105,2303
61144,4105,8498
61145,4105,3994
61146,4105,9569
61147,4105,8602
61148,4105,2772
61149,4105,4970
61150,4105,1017
61151,4105,8605
61152,4105,5378
61153,4105,4890
61154,4105,252
61155,4105,6613
61156,4105,4942
61157,4105,728
61158,4105,6100
61159,4105,4297
61160,4105,5155
61161,4105,1832
61162,4105,7984
61163,4105,5461
61164,4105,1402
61165,4105,2601
61166,4105,4252
61167,4105,28
61168,4105,8646
61169,4105,1807
61170,4105,7049
61171,4105,8186
61172,4331,5691
61173,4331,5647
61174,4331,642
61175,4331,5109
61176,4331,5370
61177,4331,33
61178,4331,9266
61179,4331,798
61181,4331,6285
61182,4331,8742
61183,4331,5402
61184,4331,6301
61185,4331,5645
61186,4331,1670
61187,4331,8489
61188,4331,10
61189,4331,1869
61190,4331,1529
61191,4331,648
61192,4331,7168
61193,4331,5363
61194,4331,7537
61195,4331,4373
61196,4331,5682
61197,4331,1665
61198,4331,7495
61199,4331,7833
61200,4331,519
61201,4331,8478
61202,4331,8774
61203,4331,1785
61204,4331,1914
61205,4331,4057
61206,4331,1952
61207,4331,1259
61208,4331,6858
61209,4331,1480
61210,4331,2519
61211,4331,6960
61212,4331,685
61213,4331,8841
61214,4331,9526
61215,4331,7952
61216,4331,3036
61217,4331,8901
61218,4331,1945
61219,4331,5398
61220,4331,4031
61221,4331,995
61222,4331,3053
61223,4331,1845
61224,4331,5730
61225,4331,4933
61226,4331,7727
61227,4331,5921
61228,4331,7810
61229,4331,587
61230,4331,3544
61231,4331,409
61232,4331,3386
61233,4331,2712
61234,4331,7242
61235,4331,700
61236,4331,9215
61237,4331,4058
61238,4331,3673
61239,4331,3446
61240,4331,2405
61241,4331,9240
61242,4331,3166
61243,4331,2940
61244,4331,4088
61245,4331,3717
61246,4331,3623
61247,4331,6565
61248,4331,7351
61249,4331,6242
61250,4331,1078
61251,4331,8884
61252,4331,3924
61253,4331,9629
61254,4331,1439
61255,4331,4490
61256,4331,6773
61257,4331,9127
61258,4331,7422
61259,4331,9060
61260,4331,898
61261,4331,4304
61262,4331,4413
61263,4331,7040
61264,4331,7034
61265,4331,4175
61266,4331,5512
61267,4331,7490
61268,4331,1615
61269,4331,7428
61270,4331,6866
61271,4331,7020
61272,4331,5270
61273,4331,2029
61274,4331,1232
61275,4331,6582
61276,4331,3831
61277,4331,6623
61278,4331,6564
61279,4331,6113
61280,4331,1567
61281,4331,8836
61282,4331,871
61283,4331,8921
61284,4331,8117
61285,4331,3116
61286,4331,6712
61287,4331,7360
61288,4331,6015
61289,4331,4037
61290,4331,480
61291,4331,5489
61292,4331,8789
61293,4331,8814
61294,4331,976
61295,4331,6613
61296,4331,3376
61297,4331,8054
61298,4331,5292
61299,4331,2599
61300,4331,2014
61301,4331,6819
61302,4331,2073
61303,4331,572
61304,4331,6527
61305,4331,2530
61306,4331,558
61307,4331,6414
61308,4331,7760
61309,4331,774
61310,4331,5246
61311,4331,5324
61312,4331,9301
61313,4331,4160
61314,4331,2452
61315,4331,8782
61316,4331,3708
61317,4331,3689
61318,642,5109
61319,642,5370
61320,642,4331
61321,642,7839
61322,642,33
61323,642,9266
61324,642,798
61326,642,6285
61327,642,8742
61328,642,5402
61329,642,6301
61330,642,5645
61331,642,1670
61332,642,8489
61333,642,10
61334,642,1869
61335,642,1529
61336,642,648
61337,642,7168
61338,642,5363
61339,642,7537
61340,642,4373
61341,642,5682
61342,642,1665
61343,642,7495
61344,642,7833
61345,642,519
61346,642,8478
61347,642,8774
61348,642,1785
61349,642,1914
61350,642,4057
61351,642,1952
61352,642,1259
61353,642,6858
61354,642,1480
61355,642,2519
61356,642,6960
61357,642,685
61358,642,8841
61359,642,9526
61360,642,7952
61361,642,3036
61362,642,8901
61363,642,1945
61364,642,5398
61365,642,4031
61366,642,995
61367,642,3053
61368,642,1845
61369,642,5730
61370,642,4933
61371,642,7727
61372,642,5921
61373,642,7810
61374,642,587
61375,642,3544
61376,642,409
61377,642,3386
61378,642,2712
61379,642,7242
61380,642,700
61381,642,9215
61382,642,4058
61383,642,3673
61384,642,3446
61385,642,2405
61386,642,798
61387,642,9240
61388,642,3166
61389,642,2940
61390,642,4088
61391,642,3717
61392,642,3623
61393,642,6565
61394,642,7351
61395,642,9526
61396,642,6242
61397,642,1078
61398,642,8884
61399,642,3924
61400,642,9629
61401,642,1439
61402,642,4490
61403,642,6773
61404,642,9127
61405,642,7422
61406,642,9060
61407,642,898
61408,642,4304
61409,642,4413
61410,642,7040
61411,642,7034
61412,642,4175
61413,642,5512
61414,642,7490
61415,642,1615
61416,642,7428
61417,642,6866
61418,642,7020
61419,642,5270
61420,642,2029
61421,642,1232
61422,642,6582
61423,642,3831
61424,642,6623
61425,642,6564
61426,642,6113
61427,642,1567
61428,642,8836
61429,642,871
61430,642,8921
61431,642,8117
61432,642,3116
61433,642,6712
61434,642,7360
61435,642,6015
61436,642,4037
61437,642,480
61438,642,5489
61439,642,8789
61440,642,8814
61441,642,976
61442,642,6613
61443,642,3376
61444,642,8054
61445,642,5292
61446,642,5691
61447,642,2599
61448,642,2014
61449,642,6819
61450,642,2073
61451,642,572
61452,642,6527
61453,642,2530
61454,642,558
61455,642,6414
61456,642,7760
61457,642,774
61458,642,5246
61459,642,5324
61460,642,9301
61461,642,4160
61462,642,7669
61463,4105,5665
61464,4105,570
61465,4105,1245
61466,4105,2719
61467,4105,590
61468,4105,3176
61469,4105,2917
61470,4105,4518
61471,4105,4951
61472,4105,6470
61473,4105,2468
61474,4105,5966
61475,4105,1864
61476,4105,5842
61477,4105,2476
61478,4105,2481
61479,4105,2925
61480,4105,4105
61481,4105,4782
61482,4105,3641
61483,4105,1886
61484,4105,2552
61485,4105,6073
61486,4105,5509
61487,4105,9030
61488,4105,7861
61489,4105,2840
61490,4105,1377
61491,4105,2026
61492,4105,9726
61493,4105,5512
61494,4105,4322
61495,4105,8209
61496,4105,2924
61497,4105,7080
61498,4105,7485
61499,4105,2303
61500,4105,8498
61501,4105,3994
61502,4105,9569
61503,4105,8602
61504,4105,2772
61505,4105,4970
61506,4105,1017
61507,4105,8605
61508,4105,5378
61509,4105,4890
61510,4105,252
61511,4105,6613
61512,4105,4942
61513,4105,728
61514,4105,6100
61515,4105,4297
61516,4105,5155
61517,4105,1832
61518,4105,7984
61519,4105,5461
61520,4105,1402
61521,4105,2601
61522,4105,4252
61523,4105,28
61524,4105,8646
61525,4105,1807
61526,4105,7049
61527,4105,8186
61528,817,5512
61529,817,337
61530,8174,5512
61531,8174,337
61532,8215,7081
61533,8215,3833
61534,1679,3833
61535,1679,347
61536,1679,8486
61537,1679,7081
61538,5109,3448
61539,5109,5034
61540,5109,6064
61541,5109,5512
61542,5109,7794
61543,5109,7403
61544,5109,6064
61545,5109,3448
61546,5109,5034
61547,5109,5512
61548,5109,7794
61549,5109,7403
61550,2849,7039
61551,2849,518
61552,2849,8344
61553,2849,4920
61554,2849,1679
61555,6701,8102
61556,6701,5924
61557,6701,838
61558,6701,1603
61559,7403,5109
61560,7403,6064
61561,7403,3448
61562,7403,5034
61563,7403,5512
61564,7403,7794
61565,5109,5512
61566,5109,7794
61567,5109,7403
61568,8215,7081
61569,8215,3833
61570,8174,5408
61571,8174,3549
61572,7794,5109
61573,7794,5512
61574,7794,7403
61575,7794,5109
61576,7794,5512
61577,7794,7403
61578,5109,7794
61579,5109,5512
61580,5109,7403
61581,327,1940
61582,327,592
61583,327,6127
61584,327,8970
61585,327,5578
61586,327,3865
61587,327,7039
61588,327,217
61589,327,8665
61590,327,363
61591,327,8494
61592,327,427
61593,327,302
61594,310,7081
61595,310,6461
61596,310,9623
61597,310,2087
61598,310,4725
61599,310,2647
61600,310,499
61602,310,3305
61603,310,9356
61604,310,5008
61605,310,2827
61606,310,181
61607,310,7595
61608,310,401
61609,310,3910
61610,310,7866
61611,310,5695
61612,310,8010
61613,310,393
61614,310,4973
61615,310,4292
61616,310,5168
61617,310,8360
61618,310,9057
61619,310,6005
61620,310,6323
61621,310,4457
61622,310,3766
61623,310,3480
61624,310,6467
61625,310,8084
61626,310,9019
61627,310,5232
